Data Set,ID,Line,Spanish Line,
/Lotus/Language/Dojo/,ZenSandGardenFDesc,A small sand garden featuring a large stone.,Un pequeño jardín de arena con una gran piedra.,
/Lotus/Language/Dojo/,ZenSandGardenFName,DARU ZEN SAND GARDEN,JARDÍN ZEN DE ARENA DARU,
/Lotus/Language/Dojo/,ZenSandGardenGDesc,A long sand garden featuring shrubs and stones.,Un gran jardín de arena con arbustos y piedras.,
/Lotus/Language/Dojo/,ZenSandGardenGName,MAHO ZEN SAND GARDEN,JARDÍN ZEN DE ARENA MAHO,
/Lotus/Language/Dojo/,ZenSandGardenHDesc,A medium-sized sand garden featuring shrubs and stones.,Un jardín de arena de tamaño medio con arbustos y piedras.,
/Lotus/Language/Dojo/,ZenSandGardenHName,FUMIRO ZEN SAND GARDEN,JARDÍN ZEN DE ARENA FUMIRO,
/Lotus/Language/Dojo/,ZenSandGardenJDesc,A medium-sized sand garden featuring shrubs and stones.,Un jardín de arena de tamaño medio con arbustos y piedras.,
/Lotus/Language/Dojo/,ZenSandGardenJName,YOSHIJO ZEN SAND GARDEN,JARDÍN ZEN DE ARENA YOSHIJO,
/Lotus/Language/EnemyLeaders/,BlastLeaderDesc,Defends itself with a radial Blast Attack,Se defiende a sí mismo con un ataque de explosión radial,
/Lotus/Language/EnemyLeaders/,BlastLeaderInfestedName,VOLATILE,VOLÁTIL,
/Lotus/Language/EnemyLeaders/,BlastLeaderName,BLITZ,RELÁMPAGO,
/Lotus/Language/EnemyLeaders/,EnergyLeechLeaderDesc,A TANK WHO DRAINS ENERGY FROM NEARBY ENEMIES,Un tanque que drena la energía de los enemigos cercanos,
/Lotus/Language/EnemyLeaders/,EnergyLeechLeaderInfestedName,PARASITIC,PARÁSITO,
/Lotus/Language/EnemyLeaders/,EnergyLeechLeaderName,ENERGY LEECH,SANGUIJUELA DE ENERGÍA,
/Lotus/Language/EnemyLeaders/,FireLeaderDesc,Heat based attacks and Auras,Ataques y auras basadas en calor,
/Lotus/Language/EnemyLeaders/,FireLeaderInfestedName,CAUSTIC,CÁUSTICO,
/Lotus/Language/EnemyLeaders/,FireLeaderName,ARSON,FLAMÍGERO,
/Lotus/Language/EnemyLeaders/,GenericLeaderName,|ENEMY| EXIMUS,|ENEMY| EXIMUS,
/Lotus/Language/EnemyLeaders/,IceLeaderDesc,Cold based attacks and auras,Ataques y auras basadas en frío,
/Lotus/Language/EnemyLeaders/,IceLeaderInfestedName,FROZEN,GÉLIDO,
/Lotus/Language/EnemyLeaders/,IceLeaderName,ARCTIC,ÁRTICO,
/Lotus/Language/EnemyLeaders/,LifeLeechLeaderDesc,"Life Leech Weapon, Enhanced Health","Arma de absorción de vida, Salud mejorada",
/Lotus/Language/EnemyLeaders/,LifeLeechLeaderInfestedName,SANGUINE,SANGUÍNEO,
/Lotus/Language/EnemyLeaders/,LifeLeechLeaderName,LEECH,SANGUIJUELA,
/Lotus/Language/EnemyLeaders/,MagLeaderDesc,Electric based attacks and auras,Ataques y auras basadas en electricidad,
/Lotus/Language/EnemyLeaders/,MagLeaderInfestedName,BIOELECTRIC,BIOELÉCTRICO,
/Lotus/Language/EnemyLeaders/,MagLeaderName,SHOCK,SACUDIDA,
/Lotus/Language/EnemyLeaders/,ProsecutorGenericDesc,Vicious melee attacks,Ataques de cuerpo a cuerpo atroces,
/Lotus/Language/EnemyLeaders/,ProsecutorGenericLeaderName,|ENEMY| PROSECUTOR,|ENEMY| PROCURADOR,
/Lotus/Language/EnemyLeaders/,ProsecutorGenericName,GUARDSMAN,GUARDIA,
/Lotus/Language/EnemyLeaders/,ProsecutorLeaderElecDesc,Vulnerable to Electric damage,Vulnerable al daño eléctrico,
/Lotus/Language/EnemyLeaders/,ProsecutorLeaderElecName,SHOCK,SACUDIDA,
/Lotus/Language/EnemyLeaders/,ProsecutorLeaderFireDesc,Vulnerable to Fire damage,Vulnerable al daño de fuego,
/Lotus/Language/EnemyLeaders/,ProsecutorLeaderFireName,FIRE,FUEGO,
/Lotus/Language/EnemyLeaders/,ProsecutorLeaderIceDesc,Vulnerable to Ice damage,Vulnerable al daño de hielo,
/Lotus/Language/EnemyLeaders/,ProsecutorLeaderIceName,ICE,HIELO,
/Lotus/Language/EnemyLeaders/,ProsecutorLeaderPoisonDesc,Vulnerable to Toxic damage,Vulnerable al daño tóxico,
/Lotus/Language/EnemyLeaders/,ProsecutorLeaderPoisonName,TOXIC,TÓXICO,
/Lotus/Language/EnemyLeaders/,ShieldLeaderDesc,Recharges the shields of nearby allies,Recarga los escudos de los aliados cercanos.,
/Lotus/Language/EnemyLeaders/,ShieldLeaderName,GUARDIAN,GUARDIÁN,
/Lotus/Language/EnemyLeaders/,ToxicLeaderDesc,Toxin based attacks and auras,Ataques y auras basadas en toxina,
/Lotus/Language/EnemyLeaders/,ToxicLeaderInfestedName,VENOMOUS,PONZOÑOSO,
/Lotus/Language/EnemyLeaders/,ToxicLeaderName,VENOM,VENENO,
/Lotus/Language/G1Quests/,AladVWeaponsStolen,"(TEMP TEXT) Now your weapons are mine, fool! Mwa ha ha ha!","(TEMP TEXT) ¡Ahora tus armas son mías, necio! ¡Mwa ja ja ja!",
/Lotus/Language/G1Quests/,BossAladV_InvasionRewardBody_Tier1,"The dogs claim victory. Do they really think I am defeated? They are nothing more than squatters on my property. Let them get comfortable. Let them be distracted by the disgusting needs of their replicated flesh. Meanwhile, my forces get ever closer to perfection. Arrogance and complacency will be their downfall.
 
Tenno, know that your support in this fight will ensure my eventual victory. It is only a matter of time. I have awarded you a bonus commensurate with your effort. I will not forget what you have done for me.
-Alad V","Los perros cantan victoria. ¿Realmente piensan que he sido derrotado? No son más que ocupas en mi propiedad. Que se sientan cómodos. Que se distraigan con las repugnantes necesidades de su carne replicada. Mientras tanto, mis fuerzas están cada vez más cerca de la perfección. La arrogancia y la complacencia serán su perdición.
 
Tenno, debes saber que tu apoyo en esta lucha va a asegurar mi victoria final. Es solo una cuestión de tiempo. Te he otorgado una recompensa acorde a tu esfuerzo. No olvidaré lo que has hecho por mí.
-Alad V",
/Lotus/Language/G1Quests/,BossAladV_InvasionRewardBody_Tier2,"You have cut down countless Grineer. Rabid dogs that will never again threaten us, but what of the others? Take this Prova Vandal, continue your work. We have much left to accomplish.
-Alad V","Has abatido innumerables Grineer. Perros rabiosos que nunca más nos amenazarán, pero, ¿qué hay de los otros? Toma este Prova Vandal, continúa tu trabajo. Tenemos mucho que hacer.
-Alad V",
/Lotus/Language/G1Quests/,BossAladV_InvasionRewardBody_Tier3,"You have assisted me beyond measure. Please accept this Detron shotgun as a token of my appreciation.
-Alad V","Me has ayudado de sobremanera. Por favor, acepta esta escopeta Detron como muestra de mi gratitud.
-Alad V",
/Lotus/Language/G1Quests/,BossAladV_InvasionRewardSubject_Tier1,The Battle Versus The War,La batalla contra la guerra,
/Lotus/Language/G1Quests/,BossAladV_InvasionRewardSubject_Tier2,For Your Effort,Por tu esfuerzo,
/Lotus/Language/G1Quests/,BossAladV_InvasionRewardSubject_Tier3,In Your Debt,En deuda contigo,
/Lotus/Language/G1Quests/,BrandedMessage,"The Grineer have attached a corruption device called the Grustrag Bolt to your Warframe. It will cripple your powers when you attempt to fight against them. However, you can remove the device by crafting the attached blueprint. Good luck.","Los Grineer han anexado un dispositivo de corrupción a tu Warframe denominado el Cerrojo Grustrag. Esto bloqueará tus poderes cuando trates de luchar contra ellos. Sin embargo, puedes retirar el dispositivo mediante la elaboración del plano adjunto. Buena suerte.",
/Lotus/Language/G1Quests/,BrandedTitle,Shackled,Encadenado,
/Lotus/Language/G1Quests/,CiceroCrisisLotusIntroSubject,"Tenno,

We must hurry. Since the time of the Orokin, the engineered forests of Earth have repelled any attempt to cut them down. Now The Grineer, lead by Councilor Vay Hek have developed something called the Cicero Toxin. With it they plan to poison Earth’s forests and so they can exploit the land beneath it. We will not let this happen.

You need to find an antidote to this toxin. I believe the key ingredients lie within the very forests the Grineer want to destroy. Go to Earth and use your scanners and search out these ingredients. Then return to your Foundry to craft an anti-toxin. When you have the antidote, take it back to Earth and neutralize as much Cicero Toxin as you can.

You will need to work together to find the most effective antidote. The best formulation for the anti-toxin remains unclear.

Be careful, this is no nature walk, Vay Hek will do everything he can to stop us.

Lotus","Tenno,

Tenemos que darnos prisa. Desde tiempos de los Orokin, los bosques modificados de la Tierra han repelido cualquier intento de acabar con ellos. Ahora, los Grineer, liderados por Vay Hek, han desarollado algo llamado Toxina Cicero. Con ella planean envenenar los bosques de la Tierra para así explotar lo que hay bajo ellos. No podemos permitir que esto suceda.

Necesitas encontrar un antídoto para esta toxina. Creo que los ingredientes clave se encuentran en los propios bosques que los Grineer planean destruir. Ve a la Tierra y utiliza los escáneres para buscar estos ingredientes. Después, vuelve a tu Fundición para elaborar una anti-toxina. Cuando tengas el antídoto, llévalo de vuelta a la Tierra y neutraliza la Toxina Cicero como puedas.

Tendréis que trabajar juntos para encontrar el antídoto más eficaz. Todavía no está clara la mejor fórmula para la anti-toxina.

Ten cuidado, no es un paseo por el campo, Vay Hek hará todo lo posible para detenernos.

Lotus",
/Lotus/Language/G1Quests/,CiceroCrisisLotusIntroTitle,Crisis On Earth,Crisis en la Tierra,
/Lotus/Language/G1Quests/,CiceroCrisisRewardsClanTrophyBody,"Tenno,

The efforts of |CLAN_NAME| during the Cicero Crisis went far beyond expectation. To celebrate your heroic achievements, I present |CLAN_NAME| with this trophy. May you continue to protect the balance. 

The Lotus","Tenno,

Los esfuerzos de |CLAN_NAME| durante la Crisis Cicero fueron más allá de lo esperado. Para celebrar vuestros heroicos logros, Otorgo a |CLAN_NAME| este trofeo. Continuad protegiendo el equilibrio. 

Lotus",
/Lotus/Language/G1Quests/,CiceroCrisisRewardsClanTrophySubject,In Recognition of Your Efforts,En Reconocimiento de Vuestros Esfuerzos,
/Lotus/Language/G1Quests/,CiceroCrisisRewardsTierOne,"It is done. Our mission has been accomplished. The Grineer have abandoned the last of Cicero Toxin, leaving the forests of central Earth relatively unscathed.  You have all fought bravely and it is now time to celebrate our victory.

As recognition for your participation in this mission you have been awarded the Cicero Crisis badge.","Está hecho. Nuestra misión ha concluido. Los Grineer han abandonado la última toxina Cicero, dejando los bosques del centro de la Tierra relativamente indemnes. Has luchado con valentía, es momento de celebrar nuestra victoria.

Como reconocimiento por tu participación en esta misión, te otorgamos este distintivo de la Crisis Cicero.",
/Lotus/Language/G1Quests/,CiceroCrisisRewardsTierThree,"It is done. Our mission has been accomplished. The Grineer have abandoned the last of Cicero Toxin, leaving the forests of central Earth relatively unscathed.  You have all fought bravely and it is now time to celebrate our victory.

As recognition for your participation in this mission you have been awarded the Cicero Crisis badge.

Also, as a reward for your tireless effort, you will receive a collection of Toxin Mods that have been developed by researching the Cicero Toxin.

Finally, for going above and beyond the call of duty, I am bestowing upon you these Wraith Twin Vipers. Take them and continue our fight.","Está hecho. Nuestra misión ha concluido. Los Grineer han abandonado la última toxina Cicero, dejando los bosques del centro de la Tierra relativamente indemnes. Has luchado con valentía, es momento de celebrar nuestra victoria.

Como reconocimiento por tu participación en esta misión, te otorgamos este distintivo de la Crisis Cicero.

Además, como recompensa por tu incansable esfuerzo, recibirás una colección de Mods de Toxina, desarrollados mediante la investigación de la Toxina Cicero.

Por último, te concedo estas Vipers Gemelas Fantasma. Tómalas y continúa nuestra lucha.",
/Lotus/Language/G1Quests/,CiceroCrisisRewardsTierTwo,"It is done. Our mission has been accomplished. The Grineer have abandoned the last of Cicero Toxin, leaving the forests of central Earth relatively unscathed.  You have all fought bravely and it is now time to celebrate our victory.

As recognition for your participation in this mission you have been awarded the Cicero Crisis badge.

Also, as a reward for your tireless effort, you will receive a collection of Toxin Mods that have been developed by researching the Cicero Toxin.","Está hecho. Nuestra misión ha concluido. Los Grineer han abandonado la última toxina Cicero, dejando los bosques del centro de la Tierra relativamente indemnes. Has luchado con valentía, es momento de celebrar nuestra victoria.

Como reconocimiento por tu participación en esta misión, te otorgamos este distintivo de la Crisis Cicero.

Además, como recompensa por tu incansable esfuerzo, recibirás una colección de Mods de Toxina, desarrollados mediante la investigación de la Toxina Cicero.",
/Lotus/Language/G1Quests/,CiceroCrisisRewardsTitle,Crisis Averted,Crisis evitada,
/Lotus/Language/G1Quests/,CiceroCrisisVayHekIntroSubject,"People of the Grineer,

Earth is the jewel in our crown yet so much of it remains unexploited. Its forests have been invaded by overgrown Orokin engineered super-weeds. When we cut them down, they grow back. We build our bases, they overtake them. We have tried to work within the forests, we have tried to tame the forests, our capitulation has become weakness. 

The Cicero Toxin will break these forests and impose our will on the landscape. My scientist have pinpointed a chemical weakness that is common to ninety percent of the vegetation in the central region. Over the next several days we will exploit that weakness causing our enemy to wilt and decay. We will finally settle what is rightfully ours.

Your Greatness,
Councilor Vay Hek","Gente de los Grineer,

La Tierra es la joya de nuestra corona pero todavía gran parte de ella permanece sin explotar. Los bosques han sido invadidos por la maleza Orokin modificada. Cuando los cortamos, vuelven a crecer. Construimos bases, las sobrepasan. Hemos tratado de trabajar dentro de los bosques, hemos intentado domar los bosques, nuestra capitulación se ha convertido en debilidad.

La Toxina Cicero corromperá estos bosques e impondrá nuestra voluntad en ellos. Mis científicos han identificado una debilidad química que es común al noventa por ciento de la vegetación de la región central. En los próximos días vamos a aprovechar esa debilidad para hacer que nuestro enemigo se marchite y decaiga. Finalmente vamos a recuperar lo que nos pertenece.

Su Grandeza,
Concejal Vay Hek",
/Lotus/Language/G1Quests/,CiceroCrisisVayHekIntroTitle,Glory Awaits,La Grandeza nos espera,
/Lotus/Language/G1Quests/,CorpusJupiterEventIntroBody,"Tenno,

Between us we have three problems. 

Alad stole your people. He cut them to pieces, welded them into his freak Zanuka. You need to stop him before he makes more but you don't know where he is. This is your problem.

For me, Alad V is a con and an imposter. Still, if Zanuka is brought to full production he will become the richest and most powerful member of the Corpus Board. He could become Chairman. That is my problem. 

I have sent my forces to Jupiter to capture the criminal but Alad is using that damned infestation as a biological weapon. Every last ship has been overrun by those monsters. This is now your problem. Wipe those ships clean and I will reveal Alad V's location. With that information, you can make the rest of our problems go away. Deal?

-Frohd Bek","Tenno,

Entre nosotros hay tres problemas.

Alad secuestró a tu gente. Los cortó en pedazos y los unió para convertir los pedazos en el monstruoso Zanuka. Necesitas pararle antes de que haga más pero tú no sabes dónde se encuentra. Ese es tu problema.

Para mí, Alad V es un estafador y un impostor. Aún así, si Zanuka es llevado a plena producción, se convertirá en el miembro más rico y poderoso de la Junta de los Corpus. Podría convertirse en Presidente. Ese es mi problema.

He mandado a mis tropas a Júpiter para capturar al criminal, pero Alad está usando esa maldita infestación como arma biológica. Cada una de las naves ha sido arrasada por esos monstruos. Y ese es ahora tu problema. Limpia esas naves por completo y te enseñaré la localización de Alad V. Con esa información, puedes hacer que el resto de nuestros problemas desaparezcan. ¿Hay trato?

-Frohd Bek",
/Lotus/Language/G1Quests/,CorpusJupiterEventIntroTitle,A Proposition,Una propuesta,
/Lotus/Language/G1Quests/,CorpusTauntA,Hmmm... An amazing specimen. The Warframe parts alone will double my quarterly results. Prepare the Autopsy-Bots!,Hmmm... Un espécimen sorprendente. Solamente las piezas de Warframe doblarán mis resultados trimestrales. ¡Preparad los robots para la autopsia!,
/Lotus/Language/G1Quests/,CorpusTauntB,Why are you destroying profits in this way?! Its fiscally irresponsible to continue this assault!,¿Por qué estas destruyendo los beneficios de esta manera? ¡Es fiscalmente irresponsable continuar este asalto!,
/Lotus/Language/G1Quests/,CorpusTauntC,I understand your impulse for justice but this is very bad for profit.,"Entiendo tu impulso por la justicia, pero esto es muy malo para las ganancias.",
/Lotus/Language/G1Quests/,DarvoThanksgivingDealBody,"Friends!

You did it, you got that freak off my back. Well, some of you did and some of you didn't quite make it, but I won't hold that against any of you. What matters is I can now come out of hiding and that means more deals for everyone.

To celebrate this occasion I have put together the Super Charge Pack. It is everything you need to take your Warframe to the next level, including boosters, an Orokin Reactor and Catalyst, Forma and even extra Warframe and weapon slots. Because there is no longer a price on my head you all get half price on this deal. That's right 50% off this amazing pack.

I'm not done yet either, keep an eye out for more deals over the next couple of days.

-Darvo","¡Amigos!

Lo hicisteis, me quitasteis ese monstruo de encima. Bueno, algunos de vosotros lo hicisteis, otros no lo terminasteis de hacer. Pero no voy a usar eso contra vosotros. Lo que importa es que ahora puedo salir de mi escondite, y eso significa más ofertas para todo el mundo.

Para celebrar esta ocasión he juntado la carga en el PAQUETE SUPER PRECIO. Ahí encontraréis todo lo necesario para llevar vuestros Warframe al siguiente nivel, incluyendo potenciadores, Reactores y Catalizadores Orokin, Forma e incluso ranuras extra para Arma y Warframe. Debido a que ya no hay un precio por mi cabeza podréis obtener todo esto a mitad de precio. Eso es, 50% de descuento para este increíble paquete.

Todavía no he terminado, manteneos alerta para más ofertas en los próximos dos días.

-Darvo",
/Lotus/Language/G1Quests/,DarvoThanksgivingDealIntroBody,"My friends,

I have a small favor to ask of you. No, no, favor is the wrong word. You don't get paid for favors but for this I can pay you. Not in advance of course, but when you are done there will be plenty to go around. Hell, once this is done, I'll be able to offer you my deals again. 

Let me get to the point. There's a ship. A ship I own but am not in currently in possession of. All you need to do is sneak onto this ship and take care of a something for me. Nothing major, I know you can handle the work. I'll explain when you're on board. 

What do you say, will you help your old friend Darvo out?

Oh and by the way, I'd appreciate it if you keep this between you and me. There is no reason for the Lotus to know about this little arrangement.

-Darvo","Amigos míos,

Tengo un pequeño favor que pediros. No, no, favor no es la palabra adecuada. A vosotros no se os paga por favores, pero por esto puedo pagaros. No con antelación, por supuesto, pero cuando hayáis terminado, habrá suficiente para todos. Qué diablos, cuando esto acabe, voy a ser capaz de ofreceros mis descuentos de nuevo.

Permitidme ir al grano. Hay una nave. Una nave que poseo pero que actualmente no estoy en posesión de ella. Todo lo que necesitáis hacer es infiltraros en la nave y cuidar de algo por mí. Nada importante, se que podéis manejar el trabajo. Os lo explicaré a bordo.

¿Qué decís, ayudaréis a vuestro viejo amigo Darvo a llevarlo a cabo?

Ah, y por cierto, os agradecería mantener esto entre vosotros y yo. No hay razón para que Lotus sepa de nuestro pequeño acuerdo.

-Darvo",
/Lotus/Language/G1Quests/,DarvoThanksgivingDealIntroTitle,Just a Small Favor?,¿Solo un pequeño favor?,
/Lotus/Language/G1Quests/,DarvoThanksgivingDealPart2Body,"Friends,

I am hearing a very troubling rumor. Apparently, some of you feel that I took advantage of the Tenno. That I should have warned you I was luring a very dangerous assassin to your location so that you could kill him for me. But friends, had I warned you, you may not have helped and where would that leave me? You want me back in business don't you?

Look, let me make it up to you. Courtesy of your hard work I have a very special bundle for you. A Nekros Warframe, the Carrier Sentinel, a Soma rifle and the ever deadly Ether Reaper. All at half the usual market prices. Come on Tenno, tell me a deal like that isn't worth a little risk?

-Darvo","Amigos,

Estoy escuchando un rumor muy preocupante. Al parecer, algunos de vosotros pensáis que me aproveché de los Tenno. Que debería de haberos advertido que estaba atrayendo a un asesino muy peligroso hasta vosotros para que lo mataseis por mí. Pero amigos, si os lo hubiera advertido es posible que no me hubiéseis ayudado, ¿y dónde me deja eso a mí? Me quieres de vuelta en los negocios, ¿no?

Mira, déjame compensarte. Tengo un paquete especial para ti, cortesía de tu duro trabajo. Un Warframe Nekros, un Centinela Carrier, un rifle Soma y la siempre mortal Ether Reaper. Todo a la mitad del precio habitual de la Tienda. Vamos, Tenno, ¿por un trato como ese no vale la pena un poco de riesgo?

-Darvo

",
/Lotus/Language/G1Quests/,DarvoThanksgivingDealPart2Title,Let me make it up to you,Déjame compensarte,
/Lotus/Language/G1Quests/,DarvoThanksgivingDealPart3Body,"Tenno,

I have one more deal for you. What do you think of a pack containing the Dread bow, Despair throwing blades and a Hate scythe? The Tenno who helped me out will know firsthand just how destructive these weapons can be. Last time I offered this pack I got myself into a little bit of hot water. Now, thanks to your efforts, the pressure is off and this time I can offer this deal at half price.

As for me, I am running out of stock but I have a hot tip on some new product. Don't worry though Tenno, I have learned my lesson. Everything will be above board from now on. Trust me.

So long for now,
Darvo","Tenno,

Tengo una oferta más para ti. ¿Qué piensas de un paquete que contiene el arco Dread, las dagas arrojadizas Despair y la guadaña Hate? Los Tenno que me ayudaron sabrán lo destructivas que pueden llegar a ser estas armas. La última vez que ofrecí este paquete me puse a mí mismo con el agua al cuello. Ahora, gracias a tus esfuerzos, ya no hay presión y esta vez puedo ofrecerte este trato a mitad de precio.

En cuanto a mí, estoy bajo de mercancías, pero tengo buenas ideas para un nuevo producto. Pero no te preocupes Tenno, he aprendido mi lección, todo estará sobre la mesa de ahora en adelante. Confía en mí.

Hasta la próxima, por ahora,
Darvo",
/Lotus/Language/G1Quests/,DarvoThanksgivingDealPart3Title,One More Deal,Una oferta más,
/Lotus/Language/G1Quests/,DarvoThanksgivingDealTitle,Darvo's Deals are Back,Las ofertas de Darvo están de vuelta,
/Lotus/Language/G1Quests/,DeathMarkMessage,Your actions have consequences...,Tus acciones tienen consecuencias...,
/Lotus/Language/G1Quests/,DeathMarkSender,???,???,
/Lotus/Language/G1Quests/,DeathMarkTitle,Tenno,Tenno,
/Lotus/Language/G1Quests/,DeathSqaudAnnouncementDesc,"Tenno, actions against the Grineer will not be tolerated. Continue to work against us and you will be hunted down and punished. You have been warned.

Councilor Vay Hek","No se tolerarán acciones contra los Grineer, Tenno. Continúa trabajando en nuestra contra y serás perseguido y castigado. Ya has sido advertido.

Concejal Vay Hek",
/Lotus/Language/G1Quests/,DeathSqaudAnnouncementTitle,A Warning,Una advertencia,
/Lotus/Language/G1Quests/,DeathSquadMessage,"Interfering with our operations is unacceptable. You will be shown your place.  Your punishment has been ordered.

Councilor Vay Hek","Interferir con nuestras operaciones es inaceptable. Se te mostrará tu lugar. Tu castigo ha sido ordenado.

Concejal Vay Hek",
/Lotus/Language/G1Quests/,DeathSquadMessageRepeat,You continue to assist our enemies. Your meddling will NOT be tolerated.,Continúas ayudando a nuestros enemigos. Tu intromisión NO será tolerada.,
/Lotus/Language/G1Quests/,DeathSquadTitle,A Lesson,Una lección,
/Lotus/Language/G1Quests/,DexFurisWeaponMessage,"|DisplayName|,

It has been one Earth cycle since I called the first Tenno to wake from cryostasis. Since that day countless more have joined our fold. In that time much has changed. As our enemies grew stronger you mastered new Waframes. When they plotted for power, you toppled tyrants. When they hunted us, you showed them what it meant to challenge the Tenno.

To commemorate your accomplishments I have crafted the Dex Furis. Master this weapon and use it with pride, Tenno.

Your guide,
The Lotus
","|DisplayName|,

Ha transcurrido un ciclo terrestre desde que hice despertar de la crioestasis al primer Tenno. Desde ese día, muchos más se han unido a nuestra causa. Mucho ha cambiado en este tiempo. Dominaste nuevos Warframes conforme nuestros enemigos se hacían más fuertes. Cada vez que trazaron planes para hacerse con el poder, tú derrocaste tiranos. Cuando nos dieron caza, les enseñaste lo que significa desafiar a los Tenno.

Para conmemorar tus logros, he creado las Dex Furis. Domina estas armas y úsalas con orgullo, Tenno.

Tu guía, 
Lotus.",
/Lotus/Language/G1Quests/,DexFurisWeaponMessageTitle,We Have Come So Far,Hemos llegado tan lejos,
/Lotus/Language/G1Quests/,Diorama1Body,"After centuries of sleep you are awake. Your Warframe armor is weak. Your skills all but forgotten.

A Grineer General, Vor, stands over you...
""You are mine, Tenno!""","Después de siglos de sueño, estás despierto. Tu armadura Warframe está debilitada. Tus habilidades han sido olvidadas. 

Un General Grineer, Vor, está frente a ti... 
""¡Eres mío, Tenno!""",
/Lotus/Language/G1Quests/,Diorama1Title,Vor's Prize,El premio de Vor,
/Lotus/Language/G1Quests/,FC_CORPUS_InvasionThankyouMessageBody,We are getting closer. Accept this small token as appreciation for your efforts.,Nos estamos acercando. Acepta esta pequeña muestra como apreciación por tus esfuerzos.,
/Lotus/Language/G1Quests/,FC_CORPUS_InvasionThankyouMessageBodyCredits,We have transferred |CREDIT_REWARD|<CREDITS> to your account.,Hemos transferido |CREDIT_REWARD|<CREDITS> a tu cuenta.,
/Lotus/Language/G1Quests/,FC_CORPUS_InvasionThankyouMessageSubject,Corpus Battle Pay...,El Pago de Batalla de los Corpus...,
/Lotus/Language/G1Quests/,FC_GRINEER_InvasionThankyouMessageBody,I see you have fought for us. I see your skill. I see our futures intertwined. Enjoy this token of my appreciation.,Veo que has peleado por nosotros. Veo tus habilidades. Veo nuestros futuros entrelazados. Disfruta esta muestra de mi agradecimiento.,
/Lotus/Language/G1Quests/,FC_GRINEER_InvasionThankyouMessageBodyCredits,"Here is |CREDIT_REWARD|<CREDITS> from our war reserves. Continue fighting for us, there is plenty more where that came from.","Aquí tienes |CREDIT_REWARD|<CREDITS> de las reservas de guerra. Sigue peleando por nosotros, esto es solo una muestra de todo lo que tenemos en la reserva.",
/Lotus/Language/G1Quests/,FC_GRINEER_InvasionThankyouMessageSubject,Grineer Battle Pay...,El Pago de Batalla de los Grineer...,
/Lotus/Language/G1Quests/,ForestEventNodeName,Cicero Injector,Inyector Cicero,
/Lotus/Language/G1Quests/,ForestInterceptionEventNodeName,Tethra's Doom,La perdición de Tethra,
/Lotus/Language/G1Quests/,GasCityParticipationRewardBody,"You have lived up to your end of the bargain, now I will live up to mine. Themisto, that is where you will find Alad V. Cowering behind his pet, doing unspeakable things to you and yours.  Do me a favor, don't go easy on him. He hasn't earned your pity.

Our arrangement has been fruitful Tenno. Take this gift as a symbol of my appreciation. Maybe we can scratch each other's backs again someday.

-Frohd Bek","Has cumplido tu parte del trato, ahora he de estar a la altura de la mía. Themisto, allí es donde encontrarás a Alad V. Acobardado tras su mascota, haciendo cosas inexplicables para ti y los tuyos. Hazme un favor, no seas blando con él. No se ha ganado tu piedad.

Nuestro acuerdo ha sido fructífero, Tenno. Toma este obsequio como símbolo de mi aprecio. Tal vez podamos cubrirnos las espaldas el uno al otro en el futuro.

-Frohd Bek",
/Lotus/Language/G1Quests/,GasCityParticipationRewardSubject,Problem Eliminated,Problema eliminado,
/Lotus/Language/G1Quests/,Goal1,Fusion Moa Army,Armada de Moas Híbridos,
/Lotus/Language/G1Quests/,Goal1Details,The Corpus have deployed millions of Orokin fused Moas in Europa. All Tenno must work together to eradicate this threat...,Hemos descubierto una armada secreta de Moas que está invadiendo Europa. Todos los Tenno debemos trabajar juntos para erradicar esta amenaza...,
/Lotus/Language/G1Quests/,Goal1DetailsB,"If we wipe out this entire force in time, their point of origin will be revealed. We suspect a valuable Relic may be of use to us.","Si acabamos con la armada completa a tiempo, su punto de origen será revelado. Sospechamos que una valiosa reliquia nos sería de ayuda.",
/Lotus/Language/G1Quests/,Goal2,Informers Terminated,Informantes aniquilados,
/Lotus/Language/G1Quests/,Goal2Details,The Grineer have deployed millions of cloaking spy drones! We must destroy these quickly before they undermine our ability to strike undetected.,¡Los Grineer han desplegado millones de drones espía con camuflaje! Debemos destruirlos rápido antes de que te detecten.,
/Lotus/Language/G1Quests/,Goal2DetailsB,If we can irradicate enough of these drones it may reveal a hidden weapons cache. Did the Grineer hijack a Corpus weapons shipment?,Si podemos erradicar suficientes de esos drones podrían revelar un alijo de armas escondido. ¿Acaso los Grineer robaron un cargamento de armas Corpus?,
/Lotus/Language/G1Quests/,GolemTauntA,(We were countless. Consume us. Be reborn.),(Éramos Incontables. Consúmenos. Renace.),
/Lotus/Language/G1Quests/,GolemTauntB,(Why do you destroy us? We are your flesh.),(¿Por qué nos destruyes? Somos tu carne.),
/Lotus/Language/G1Quests/,GolemTauntC,(We embrace you. Why do you defile us?),(Te aceptamos. ¿Por qué nos deshonras?),
/Lotus/Language/G1Quests/,HarvesterkMessage,"Thank you for volunteering for the Zanuka Project, you will make a fine addition to my collection.","Gracias por ofrecerte voluntario para el Proyecto Zanuka, serás una buena adición a mi colección.",
